person_id,make,rank
17658,Lexus,A
17658,Volvo,A
17658,Hyundai,A
17658,Volkswagen,A
17658,Toyota,A
17658,Genesis,B
17658,Polestar,A
17658,Audi,A
17658,Mazda,A
200,Genesis,A+
200,Volkswagen,A
200,Hyundai,B
200,Maserati,A
200,Audi,C
200,Volvo,A
200,Mazda,B
200,Toyota,A
200,Lexus,A
200,Bentley,B
6981,Volkswagen,A
6981,Volvo,A
6981,Toyota,A
6981,Hyundai,B
6981,Lexus,A
6981,Audi,A
6981,Genesis,A+
6981,Maserati,A
6981,Mazda,A+
1026,Genesis,B
1026,Maserati,A
1026,Volkswagen,B
1026,Hyundai,A
1026,Toyota,B
1026,Lexus,B
1026,Mazda,A
1026,Volvo,B
8181,Audi,C
8181,Mazda,B
8181,Hyundai,B
8181,Volvo,B
8181,Volkswagen,B
8181,Genesis,B
8181,Lexus,B
8181,Toyota,B
659,Toyota,A
659,Lexus,A
659,Maserati,A+
659,Audi,B
659,Mazda,A
659,Genesis,A+
659,Volvo,A
659,Hyundai,A+
659,Volkswagen,A
6837,Genesis,B
6837,Maserati,A
6837,Hyundai,B
6837,Mazda,B
6837,Lexus,B
6837,Volvo,C
6837,Toyota,B
6254,Audi,C
6254,Maserati,A
6254,Hyundai,B
6254,Volvo,C
6254,Mazda,B
6254,Lexus,B
6254,Toyota,B
6254,Genesis,B
8747,Toyota,A
8747,Genesis,A
8747,Polestar,A
8747,Mazda,A
8747,Lexus,A
8747,Volvo,A
8747,Hyundai,A
8747,Audi,C
8747,Volkswagen,A
8873,Toyota,C
8873,Mazda,B
8873,Lexus,C
8873,Maserati,Pending
8873,Audi,C
8873,Bentley,B
8873,Hyundai,B
8873,Volvo,C
9252,Hyundai,A
9252,Genesis,A
9252,Volkswagen,A
9252,Mazda,A
9252,Volvo,A
9252,Maserati,A+
9252,Lexus,A
9252,Audi,A
9252,Toyota,A
4904,Toyota,B
4904,Genesis,B
4904,Volvo,B
4904,Maserati,A
4904,Hyundai,B
4904,Audi,B
4904,Mazda,C
4904,Volkswagen,B
4904,Lexus,B
276,Volvo,C
276,Hyundai,C
276,Volkswagen,C
276,Lexus,C
276,Toyota,C
276,Mazda,C
13126,Volvo,C
13126,Genesis,B
13126,Lexus,B
13126,Volkswagen,B
13126,Toyota,B
13126,Mazda,B
13126,Maserati,B
13126,Audi,C
13126,Hyundai,B
8198,Maserati,A
8198,Genesis,B
8198,Lexus,A
8198,Volkswagen,B
8198,Mazda,A+
8198,Toyota,A
8198,Hyundai,A+
8198,Audi,B
8198,Volvo,B
10073,Volkswagen,A
10073,Toyota,A
10073,Mazda,A
10073,Lexus,A
10073,Audi,A
10073,Genesis,A
10073,Hyundai,B
10073,Volvo,C
10073,Maserati,A
9538,Audi,C
9538,Mazda,C
9538,Toyota,B
9538,Lexus,B
9538,Volvo,C
16795,Toyota,C
14016,Mazda,C
14016,Volvo,C
14016,Lexus,C
14016,Hyundai,A
14016,Genesis,B
14016,Toyota,C
16555,Lexus,B
16555,Toyota,B
16555,Audi,Pending
16555,Volvo,B
16555,Mazda,B
16555,Polestar,B
16555,Hyundai,B
16555,Volkswagen,B
17559,Mazda,Pending
17559,Audi,C
12188,Genesis,B
12188,Mazda,B
12188,Hyundai,B
12188,Maserati,A
12188,Volkswagen,B
12188,Audi,C
12188,Lexus,B
12188,Volvo,B
12188,Toyota,B
2019,Mazda,B
2019,Lexus,C
2019,Toyota,C
2019,Volvo,B
2019,Hyundai,B
2019,Volkswagen,A
2019,Genesis,B
2019,Audi,C
2076,Lexus,C
2076,Hyundai,C
2076,Mazda,C
2076,Volkswagen,C
2076,Toyota,C
2076,Volvo,C
2255,Volvo,C
2255,Toyota,B
2255,Volkswagen,A
2255,Audi,C
2255,Lexus,B
2255,Maserati,A
2255,Mazda,B
2255,Genesis,B
2255,Hyundai,B
2020,Mazda,A+
2020,Audi,A
2020,Hyundai,A+
2020,Volkswagen,A
2020,Toyota,A
2020,Lexus,A
2020,Polestar,A+
2020,Volvo,A
2020,Maserati,A+
2020,Genesis,A
16510,Toyota,B
16510,Hyundai,C
16510,Lexus,B
16510,Mazda,C
16510,Volvo,C
13416,Lexus,C
13416,Genesis,B
13416,Toyota,C
13416,Volvo,B
13416,Mazda,B
13416,Audi,C
13416,Volkswagen,C
13416,Hyundai,A
18846,Genesis,B
5218,Genesis,B
5218,Toyota,B
5218,Mazda,B
5218,Audi,B
5218,Lexus,B
5218,Hyundai,B
5218,Volvo,B
5218,Volkswagen,B
